Crop_Year,State,Crop,Season,Area,Temperature,Rainfall,Humidity,Yield
2016,Odisha,Chickpea,Rabi,3702.61,28.0,1592.5,83.3,628.73
2002,Tamil Nadu,Wheat,Rabi,2695.41,33.1,1203.7,81.8,2690.07
2005,Gujarat,Soyabean,Kharif,1076.37,31.6,559.6,60.9,730.49
2015,Haryana,Jowar,Rabi,4710.07,31.7,585.6,50.1,762.65
2006,West Bengal,Bajra,Kharif,765.34,31.6,1599.4,76.1,750.58
2016,Bihar,Sunflower,Kharif,4572.72,23.6,1281.5,70.1,787.07
2011,Karnataka,Sugarcane,Whole Year,2743.22,24.6,989.2,68.4,79707.31
2004,Madhya Pradesh,Potato,Rabi,637.26,29.3,1151.1,69.6,21724.66
2012,Haryana,Turmeric,Kharif,2130.23,25.0,499.9,62.9,5435.53
2003,Telangana,Sunflower,Kharif,847.0,27.1,843.4,62.5,743.27
2018,Andhra Pradesh,Chickpea,Rabi,1567.84,29.3,881.7,67.6,944.51
2001,Tamil Nadu,Cotton,Kharif,1021.78,32.7,1450.0,83.8,541.01
2012,Maharashtra,Maize,Rabi,1761.86,29.5,1481.1,76.8,1541.39
2018,Haryana,Wheat,Rabi,3589.01,24.1,979.7,64.0,3436.35
2014,Maharashtra,Mustard,Rabi,4738.9,30.2,949.3,70.9,1341.29
2021,Madhya Pradesh,Sunflower,Rabi,1339.66,27.5,949.1,72.0,826.17
2003,Telangana,Cotton,Kharif,1709.29,30.0,954.1,61.0,497.51
2015,Telangana,Rice,Kharif,3038.42,36.1,953.4,66.6,1882.31
2011,Gujarat,Cotton,Kharif,1065.31,29.3,599.9,59.3,562.38
2016,Bihar,Mustard,Rabi,1319.74,23.3,1181.3,75.3,1026.06
2018,Haryana,Chickpea,Rabi,2620.78,25.1,549.7,60.9,654.64
2014,Chhattisgarh,Potato,Rabi,350.28,29.2,1187.3,73.5,19302.63
2009,Chhattisgarh,Bajra,Kharif,1302.23,25.7,1380.1,78.2,886.32
2012,Gujarat,Potato,Rabi,1881.29,26.1,429.6,55.9,18145.79
2003,Bihar,Wheat,Rabi,3495.23,25.0,1172.5,74.7,2974.77
2004,Andhra Pradesh,Rice,Kharif,1973.68,35.3,730.9,72.2,1524.66
2015,Bihar,Sugarcane,Whole Year,3646.01,28.1,854.0,55.7,56378.12
2017,West Bengal,Rice,Kharif,640.83,29.2,1600.9,79.0,1912.82
2019,Andhra Pradesh,Lentil,Rabi,2998.0,32.7,1115.7,67.4,933.82
2012,Maharashtra,Soyabean,Kharif,225.37,28.6,938.7,59.3,885.97
2014,Punjab,Groundnut,Rabi,2913.69,25.4,794.8,62.7,1299.22
2015,Chhattisgarh,Mustard,Rabi,280.92,30.3,1394.9,78.9,1033.06
2010,Bihar,Cotton,Kharif,2850.95,27.6,1075.3,82.0,472.02
2016,Maharashtra,Sunflower,Kharif,3253.21,26.5,895.7,65.0,1030.62
2011,Haryana,Cotton,Kharif,4815.33,28.2,615.7,57.7,289.08
2005,Telangana,Lentil,Rabi,575.04,28.0,956.6,64.3,994.65
2019,Punjab,Soyabean,Kharif,1921.23,23.4,534.5,70.1,993.39
2001,Maharashtra,Soyabean,Kharif,3670.6,27.0,1112.1,69.3,930.2
2015,Madhya Pradesh,Cotton,Kharif,62.18,26.2,831.1,67.0,504.49
2002,Odisha,Maize,Rabi,4297.81,26.7,1372.9,71.4,1833.9
2006,Maharashtra,Potato,Rabi,1397.5,31.3,1147.5,73.5,26137.84
2008,Rajasthan,Potato,Rabi,805.01,33.6,533.5,50.5,22487.56
2018,Telangana,Chickpea,Rabi,2115.2,34.6,960.7,63.1,725.17
2007,Haryana,Soyabean,Kharif,2385.5,27.5,708.6,46.1,865.55
2013,Karnataka,Groundnut,Kharif,3886.27,27.7,811.7,76.6,1523.71
2008,Rajasthan,Mustard,Rabi,626.67,36.6,73.1,30.6,977.49
2004,Odisha,Potato,Rabi,1257.83,31.9,1327.9,83.3,18876.86
2021,Gujarat,Chickpea,Rabi,1335.93,31.6,639.3,59.3,811.29
2016,Gujarat,Soyabean,Kharif,136.51,28.7,651.0,72.9,1017.72
2021,Rajasthan,Turmeric,Kharif,299.51,35.0,704.5,51.2,5502.31
2001,Haryana,Bajra,Kharif,1341.33,29.9,435.3,66.6,739.03
2014,Bihar,Turmeric,Kharif,985.66,28.9,1161.5,74.7,6032.32
2011,Gujarat,Mustard,Rabi,2623.63,33.8,908.8,54.5,1047.78
2020,Bihar,Sunflower,Kharif,317.78,28.3,1249.6,78.2,929.54
2005,Bihar,Lentil,Rabi,4429.14,25.3,973.3,66.9,962.02
2003,Punjab,Wheat,Rabi,1118.79,24.2,738.4,61.3,2275.15
2007,Telangana,Potato,Rabi,3582.23,31.6,1203.2,54.9,16332.43
2017,Tamil Nadu,Lentil,Rabi,1943.42,26.3,1061.3,76.7,1138.6
2004,Maharashtra,Turmeric,Kharif,3850.28,33.1,1401.3,67.6,4451.73
2015,Odisha,Rice,Kharif,1753.1,32.9,1605.8,75.2,2769.41
2010,Maharashtra,Bajra,Kharif,561.11,29.4,1532.4,61.5,718.98
2003,Gujarat,Soyabean,Kharif,3944.49,32.6,780.5,70.3,634.51
2018,Maharashtra,Chickpea,Rabi,760.29,27.4,987.3,51.8,832.57
2017,Maharashtra,Bajra,Kharif,3953.13,29.3,1188.1,63.9,722.17
2016,Rajasthan,Lentil,Rabi,707.3,31.7,276.7,34.0,583.29
2013,Bihar,Cotton,Kharif,2048.97,27.2,1083.2,70.6,546.52
2006,Gujarat,Cotton,Kharif,2974.62,29.0,807.4,55.2,501.02
2006,Gujarat,Groundnut,Rabi,4934.24,35.2,827.1,59.8,1567.79
2001,Uttar Pradesh,Jowar,Kharif,2863.15,28.3,900.7,66.9,801.92
2008,Haryana,Sunflower,Kharif,973.78,26.1,923.9,52.8,739.9
2017,Maharashtra,Mustard,Rabi,126.83,29.1,1285.6,64.7,907.54
2015,Tamil Nadu,Mustard,Rabi,2570.86,30.0,1219.0,92.0,945.63
2009,Telangana,Jowar,Rabi,4070.67,29.7,957.3,65.8,1132.84
2005,Madhya Pradesh,Lentil,Rabi,547.93,29.0,887.0,75.9,963.15
2017,Uttar Pradesh,Rice,Kharif,2160.59,28.6,949.4,67.9,3195.07
2009,Maharashtra,Rice,Kharif,2636.27,27.9,1096.3,65.6,2222.75
2005,Odisha,Bajra,Kharif,323.42,30.4,1403.5,79.5,839.56
2001,Tamil Nadu,Rice,Kharif,3867.84,28.2,1023.0,74.0,2076.88
2012,Gujarat,Cotton,Kharif,340.71,35.5,537.6,52.4,308.12
2016,West Bengal,Cotton,Kharif,2785.89,31.5,1466.0,79.5,421.35
2011,Punjab,Maize,Kharif,4214.68,26.9,1041.9,56.1,1986.21
2017,Madhya Pradesh,Potato,Rabi,1969.89,30.1,1033.9,60.3,24795.98
2021,Punjab,Sugarcane,Whole Year,763.84,20.1,742.9,46.9,54369.27
2001,Madhya Pradesh,Jowar,Rabi,2330.05,34.4,1332.2,78.9,785.98
2015,Gujarat,Wheat,Rabi,2447.93,30.0,893.6,60.9,3078.41
2010,Madhya Pradesh,Maize,Kharif,2976.47,30.6,1211.9,65.3,2371.28
2002,West Bengal,Cotton,Kharif,1580.67,26.6,1650.6,75.1,450.12
2021,Chhattisgarh,Lentil,Rabi,2983.46,25.9,1231.8,70.0,1029.41
2021,Karnataka,Maize,Kharif,614.95,29.5,1129.3,82.1,2109.88
2019,Tamil Nadu,Jowar,Rabi,3892.02,25.9,1147.9,75.4,1009.94
2015,Maharashtra,Cotton,Kharif,2230.6,30.1,1196.5,56.4,429.71
2014,Bihar,Wheat,Rabi,1955.36,25.3,1218.2,82.9,2454.58
2004,West Bengal,Bajra,Kharif,3719.51,24.6,1606.5,69.8,908.52
2012,Andhra Pradesh,Bajra,Kharif,4554.4,34.4,1106.3,79.7,867.77
2008,Gujarat,Bajra,Kharif,852.86,30.9,631.3,54.1,922.49
2002,Haryana,Soyabean,Kharif,3787.72,28.1,618.0,61.8,1002.72
2020,Haryana,Groundnut,Rabi,3483.63,28.2,863.7,63.7,1229.72
2017,West Bengal,Potato,Rabi,2133.79,27.4,1329.1,90.3,17776.41
2019,Maharashtra,Soyabean,Kharif,1773.44,32.0,1039.0,80.5,1466.44
2005,Tamil Nadu,Rice,Kharif,3889.27,30.9,1012.2,76.5,2875.7
2018,Chhattisgarh,Bajra,Kharif,525.79,30.2,1318.2,81.7,1056.08
2006,Telangana,Maize,Rabi,4295.83,29.8,1066.9,62.7,2052.18
2002,Rajasthan,Groundnut,Rabi,2261.81,29.3,454.1,46.2,1213.83
2008,Andhra Pradesh,Rice,Kharif,2207.99,33.1,879.4,69.2,2773.59
2011,Tamil Nadu,Jowar,Kharif,2371.03,32.8,1362.0,83.0,1144.28
2010,Tamil Nadu,Lentil,Rabi,3255.83,33.0,999.5,72.6,951.9
2002,Haryana,Bajra,Kharif,978.85,25.2,559.6,57.2,847.86
2007,Gujarat,Chickpea,Rabi,91.27,29.4,862.8,50.8,894.25
2016,Uttar Pradesh,Lentil,Rabi,1609.4,29.4,971.4,69.2,755.73
2003,Chhattisgarh,Lentil,Rabi,1334.42,26.5,1305.0,71.9,862.52
2020,Haryana,Rice,Kharif,4933.06,27.6,573.0,51.9,2965.83
2013,Uttar Pradesh,Bajra,Kharif,4896.39,27.4,932.1,65.7,882.28
2011,West Bengal,Mustard,Rabi,4049.15,23.2,1425.0,69.0,817.47
2002,Tamil Nadu,Turmeric,Kharif,1898.48,29.0,1138.6,78.0,5527.31
2018,Haryana,Turmeric,Kharif,420.57,24.4,319.7,55.0,5499.65
2014,Madhya Pradesh,Sunflower,Kharif,1909.4,29.2,1168.4,72.7,748.06
2002,Uttar Pradesh,Sugarcane,Whole Year,1504.84,30.3,926.9,73.9,81707.51
2014,West Bengal,Turmeric,Kharif,4551.78,25.0,1458.0,69.6,5499.27
2001,Karnataka,Groundnut,Kharif,2709.12,30.5,1197.2,67.5,1408.12
2016,Maharashtra,Potato,Rabi,934.86,29.6,1129.7,57.2,17126.82
2006,Punjab,Cotton,Kharif,3506.2,14.7,896.8,74.8,535.38
2005,West Bengal,Rice,Kharif,3240.5,31.2,1775.6,82.7,2395.12
2020,Haryana,Turmeric,Kharif,4868.6,25.7,526.8,49.8,6627.29
2002,Tamil Nadu,Mustard,Rabi,2310.61,30.4,1275.8,69.2,1007.86
2007,Punjab,Groundnut,Kharif,4569.2,28.8,563.5,53.9,1324.65
2018,Telangana,Maize,Kharif,1303.52,33.9,959.3,76.2,2163.5
2020,Chhattisgarh,Sunflower,Kharif,126.5,25.7,1183.4,78.9,777.77
2021,Bihar,Mustard,Rabi,1484.33,27.3,1101.1,74.9,1222.16
2006,Haryana,Soyabean,Kharif,3260.61,27.0,513.6,56.5,732.6
2019,Maharashtra,Mustard,Rabi,581.24,27.4,1490.9,65.0,1339.5
2021,Madhya Pradesh,Turmeric,Kharif,784.55,33.5,972.9,59.3,6548.53
2009,Rajasthan,Bajra,Kharif,128.12,31.3,415.3,44.9,826.87
2005,Gujarat,Soyabean,Kharif,3715.52,30.1,867.7,61.8,1063.66
2007,Tamil Nadu,Chickpea,Rabi,518.48,31.1,1203.6,82.2,991.43
2001,Karnataka,Bajra,Kharif,3128.27,24.3,1302.4,71.1,634.25
2007,Rajasthan,Lentil,Rabi,4605.42,35.8,417.4,45.9,749.59
2007,Uttar Pradesh,Soyabean,Kharif,138.21,28.0,1098.6,71.9,1336.27
2008,Gujarat,Turmeric,Kharif,362.58,27.8,940.5,61.5,5582.09
2002,Rajasthan,Sunflower,Kharif,2918.13,35.2,432.2,24.5,481.36
2015,Rajasthan,Maize,Rabi,1169.18,34.2,291.7,39.4,1145.51
2014,Chhattisgarh,Chickpea,Rabi,2092.22,29.8,1548.1,73.3,991.72
2004,Haryana,Turmeric,Kharif,1510.49,25.8,713.6,54.2,4430.04
2006,Haryana,Mustard,Rabi,1287.07,27.2,607.2,52.2,1016.03
2012,Bihar,Jowar,Kharif,2058.73,26.9,689.5,69.6,690.68
2011,Rajasthan,Soyabean,Kharif,1310.43,33.7,547.8,31.4,773.78
2018,Rajasthan,Sunflower,Rabi,1420.57,31.0,412.5,36.1,675.85
2001,Telangana,Mustard,Rabi,2013.78,29.1,1050.0,67.7,1260.73
2014,Odisha,Rice,Kharif,4477.07,31.0,1708.8,77.1,2290.71
2016,Rajasthan,Lentil,Rabi,3649.67,31.2,469.1,33.4,848.14
2006,West Bengal,Wheat,Rabi,1680.65,24.0,1574.2,79.4,1870.94
2009,Tamil Nadu,Chickpea,Rabi,4486.89,27.7,1238.4,83.2,865.64
2002,Rajasthan,Bajra,Kharif,969.73,31.2,460.4,37.4,797.09
2009,Haryana,Bajra,Kharif,3682.43,22.5,541.1,66.0,933.18
2012,Telangana,Lentil,Rabi,951.91,29.6,966.9,64.8,777.63
2002,Andhra Pradesh,Mustard,Rabi,4257.62,29.6,856.6,66.3,1037.98
2013,Uttar Pradesh,Wheat,Rabi,3957.09,26.9,1016.0,69.3,2817.16
2004,Telangana,Rice,Kharif,1694.22,33.1,1090.1,62.4,1635.83
2005,Karnataka,Maize,Rabi,347.19,28.1,872.9,77.3,1703.48
2016,Odisha,Lentil,Rabi,3807.69,27.5,1496.2,76.9,932.42
2008,Odisha,Cotton,Kharif,67.99,29.9,1734.4,68.3,443.61
2011,Maharashtra,Turmeric,Kharif,2323.54,28.7,1135.5,69.5,5475.59
2012,Rajasthan,Lentil,Rabi,2602.42,32.6,67.0,39.6,836.13
2003,Tamil Nadu,Bajra,Kharif,3537.74,31.6,968.7,77.9,716.51
2004,Telangana,Groundnut,Rabi,2991.07,33.3,897.8,64.0,1007.07
2014,Andhra Pradesh,Mustard,Rabi,4242.12,27.5,966.4,79.9,1055.44
2003,Telangana,Rice,Kharif,3645.84,29.3,967.3,88.7,2241.15
2010,Haryana,Potato,Rabi,3934.41,27.1,968.8,70.5,19524.27
2008,Telangana,Maize,Rabi,2749.98,30.3,856.9,69.1,1799.14
2014,Chhattisgarh,Sugarcane,Whole Year,3859.59,26.8,804.1,62.7,70331.31
2008,Maharashtra,Chickpea,Rabi,757.33,28.3,1275.2,74.8,1100.44
2015,Telangana,Chickpea,Rabi,4416.36,29.3,1165.5,73.4,1136.24
2015,Bihar,Potato,Rabi,2899.15,27.1,863.1,71.8,18324.18
2004,Rajasthan,Maize,Kharif,2062.74,31.9,375.0,38.3,1555.77
2003,Andhra Pradesh,Bajra,Kharif,1566.31,34.1,1132.6,66.2,1130.74
2021,West Bengal,Sugarcane,Whole Year,4627.2,28.5,1610.6,76.0,60916.07
2005,Punjab,Sugarcane,Whole Year,4951.7,24.2,791.9,71.7,72330.15
2020,Odisha,Sunflower,Kharif,378.75,29.3,1652.9,69.6,860.33
2009,Maharashtra,Soyabean,Kharif,3543.84,30.7,1230.0,80.1,1080.39
2019,Uttar Pradesh,Bajra,Kharif,4785.14,25.0,899.6,71.6,1034.66
2020,Punjab,Sugarcane,Whole Year,3941.81,23.5,816.0,60.1,68405.45
2006,Odisha,Jowar,Rabi,4096.39,25.5,1466.1,72.0,791.79
2003,Andhra Pradesh,Chickpea,Rabi,3473.66,33.2,1002.3,59.6,937.04
2013,Bihar,Jowar,Kharif,1130.8,27.0,1276.4,76.6,910.69
2003,Tamil Nadu,Turmeric,Kharif,4887.01,32.7,1340.5,77.1,5846.24
2005,Maharashtra,Chickpea,Rabi,4144.94,31.3,942.3,65.4,1018.51
2015,Gujarat,Soyabean,Kharif,3304.24,30.4,860.6,62.4,1279.79
2006,Chhattisgarh,Sunflower,Kharif,4599.09,27.4,1433.6,81.6,685.69
2005,Uttar Pradesh,Bajra,Kharif,3693.44,24.5,1008.5,72.0,1012.15
2013,Haryana,Rice,Kharif,294.53,27.0,585.5,50.2,1936.78
2015,Gujarat,Cotton,Kharif,3761.99,30.8,676.7,61.7,499.22
2010,Karnataka,Turmeric,Kharif,3737.88,24.9,1058.7,75.9,5666.71
2015,Haryana,Sunflower,Rabi,3739.03,24.6,609.9,55.3,908.98
2007,Andhra Pradesh,Sunflower,Rabi,4871.73,33.4,1150.2,67.4,888.22
2010,Chhattisgarh,Lentil,Rabi,2293.87,25.2,1334.3,67.4,773.29
2010,Bihar,Sunflower,Kharif,1237.19,31.8,975.4,62.7,824.98
2014,Tamil Nadu,Rice,Kharif,1571.16,30.4,842.5,82.7,2241.01
2020,Bihar,Mustard,Rabi,2659.03,24.3,1150.4,74.5,1227.36
2014,Andhra Pradesh,Jowar,Rabi,942.08,31.8,1008.3,64.9,1030.24
2017,Rajasthan,Lentil,Rabi,3713.3,33.2,779.8,41.0,442.99
2015,Bihar,Lentil,Rabi,1402.29,30.1,1278.3,67.6,861.43
2018,Andhra Pradesh,Soyabean,Kharif,4888.72,29.7,1073.8,72.8,1191.93
2012,Madhya Pradesh,Groundnut,Kharif,4906.59,26.1,1125.5,67.1,1478.9
2012,Andhra Pradesh,Potato,Rabi,217.64,33.2,980.2,67.9,20655.81
2017,Andhra Pradesh,Wheat,Rabi,3276.76,32.9,901.5,78.8,3169.03
2015,Bihar,Potato,Rabi,3848.51,25.8,1024.2,64.3,20475.19
2021,Bihar,Mustard,Rabi,3918.22,28.5,1086.4,67.9,1273.23
2009,Punjab,Turmeric,Kharif,972.2,25.7,897.6,55.1,5496.87
2007,Madhya Pradesh,Bajra,Kharif,1405.03,31.2,867.9,57.2,932.67
2004,Bihar,Lentil,Rabi,2889.12,26.1,1106.2,77.9,1085.2
2012,Maharashtra,Wheat,Rabi,1745.38,31.3,1033.4,67.4,3549.5
2009,Uttar Pradesh,Sugarcane,Whole Year,2919.76,26.7,674.1,75.2,70580.68
2003,Punjab,Potato,Rabi,4989.7,24.4,928.6,63.8,18095.58
2002,Odisha,Lentil,Rabi,3667.84,33.8,1613.0,82.0,658.06
2020,Bihar,Turmeric,Kharif,409.14,24.9,1416.4,81.6,5784.93
2009,Haryana,Lentil,Rabi,3843.88,26.6,709.2,64.1,990.44
2015,Madhya Pradesh,Turmeric,Kharif,3495.96,26.1,1104.7,69.0,7545.69
2009,Odisha,Sunflower,Kharif,1258.31,28.8,1640.4,68.0,446.04
2003,West Bengal,Groundnut,Kharif,2564.58,28.0,1639.7,83.4,1225.51
2008,Uttar Pradesh,Jowar,Kharif,817.09,29.2,713.7,70.5,1046.22
2008,Madhya Pradesh,Jowar,Kharif,1895.16,26.6,1178.3,60.4,952.97
2005,Tamil Nadu,Sunflower,Rabi,1400.13,30.8,1356.5,80.9,554.8
2007,Punjab,Chickpea,Rabi,4084.61,23.0,798.2,49.9,893.08
2020,Bihar,Sunflower,Kharif,185.34,24.2,1160.9,69.6,725.95
2003,Tamil Nadu,Chickpea,Rabi,327.8,31.8,1202.1,66.2,820.89
2020,Tamil Nadu,Lentil,Rabi,2334.89,28.6,1240.8,70.7,1205.75
2012,Rajasthan,Turmeric,Kharif,2690.61,35.2,529.4,40.7,6120.05
2016,Telangana,Rice,Kharif,1321.54,33.6,943.2,63.4,2635.07
2002,West Bengal,Cotton,Kharif,3430.17,30.0,1655.5,71.2,449.57
2010,Rajasthan,Sunflower,Rabi,534.01,27.2,15.4,51.3,552.54
2004,Maharashtra,Groundnut,Rabi,1193.47,31.4,1351.7,76.9,902.95
2005,Bihar,Turmeric,Kharif,3694.29,27.7,1107.7,70.1,5861.57
2009,Rajasthan,Turmeric,Kharif,4616.43,31.0,585.3,42.4,4641.36
2008,Uttar Pradesh,Turmeric,Kharif,3787.55,27.3,773.4,60.9,4588.59
2017,West Bengal,Sunflower,Rabi,1575.58,31.0,1769.8,79.9,712.8
2013,Punjab,Soyabean,Kharif,1374.74,24.3,542.3,54.6,712.89
2012,Andhra Pradesh,Bajra,Kharif,3497.3,31.4,1050.2,72.4,1027.74
2020,Rajasthan,Mustard,Rabi,4870.42,37.2,301.6,30.3,849.44
2010,Madhya Pradesh,Mustard,Rabi,3197.21,28.6,1022.0,65.2,1108.39
2012,Rajasthan,Sunflower,Rabi,3758.04,32.6,306.6,42.9,596.07
2013,Odisha,Potato,Rabi,696.96,23.9,1526.6,79.0,13961.86
2011,Bihar,Wheat,Rabi,2079.4,27.7,1092.3,66.8,2921.17
2001,Tamil Nadu,Lentil,Rabi,1170.93,31.0,1305.5,78.4,779.64
2021,Rajasthan,Sunflower,Kharif,2777.45,33.3,381.1,36.5,648.25
2015,Haryana,Chickpea,Rabi,2507.43,24.6,765.0,58.6,809.82
2008,Haryana,Soyabean,Kharif,931.54,26.0,765.9,63.4,1018.23
2018,Rajasthan,Wheat,Rabi,4427.23,34.8,445.4,33.0,1720.72
2018,West Bengal,Rice,Kharif,4504.71,27.0,1687.3,83.3,1906.77
2004,Haryana,Chickpea,Rabi,4058.24,30.4,771.9,59.6,755.75
2007,Bihar,Soyabean,Kharif,1066.62,25.9,996.7,75.1,1506.83
2016,Haryana,Chickpea,Rabi,539.6,30.5,571.4,60.9,787.73
2005,Tamil Nadu,Lentil,Rabi,50.89,33.3,1142.0,85.5,1022.71
2002,Maharashtra,Cotton,Kharif,296.99,28.8,1459.4,69.8,392.06
2008,Punjab,Turmeric,Kharif,968.92,22.3,758.9,56.5,5408.14
2020,Chhattisgarh,Wheat,Rabi,429.79,28.0,1360.4,73.1,3325.3
2006,Tamil Nadu,Sunflower,Kharif,3555.66,31.0,1382.6,80.4,845.21
2004,Madhya Pradesh,Lentil,Rabi,3133.16,26.4,1086.7,69.7,790.98
2019,Andhra Pradesh,Mustard,Rabi,972.06,32.3,811.8,74.5,1159.51
2017,West Bengal,Jowar,Rabi,3530.08,27.4,1618.0,90.2,997.06
2003,West Bengal,Jowar,Rabi,3096.16,26.8,1765.0,79.4,596.54
2021,Tamil Nadu,Maize,Kharif,3026.04,33.8,1278.0,83.0,2766.29
2018,Maharashtra,Potato,Rabi,653.73,26.0,1010.1,70.2,19567.64
2001,Karnataka,Cotton,Kharif,4812.61,25.5,876.7,70.2,714.34
2017,Maharashtra,Sunflower,Rabi,2788.24,29.6,1286.6,68.9,784.76
2001,Bihar,Potato,Rabi,4618.9,28.8,1054.0,70.6,18809.4
2010,Andhra Pradesh,Sugarcane,Whole Year,2209.55,32.5,1280.3,72.3,67118.51
2006,Bihar,Rice,Kharif,2268.02,27.7,1294.5,72.3,2142.57
2018,Chhattisgarh,Rice,Kharif,2584.87,25.2,1510.7,83.9,1660.46
2005,Tamil Nadu,Sugarcane,Whole Year,3113.75,33.0,1007.6,72.2,62587.61
2013,Haryana,Soyabean,Kharif,3584.64,24.4,452.4,51.4,1045.68
2002,Telangana,Jowar,Kharif,743.3,30.1,640.8,69.7,1004.98
2001,West Bengal,Turmeric,Kharif,989.31,26.8,1447.7,83.6,5231.71
2008,Karnataka,Sugarcane,Whole Year,2534.73,25.0,824.3,78.7,69565.41
2016,Bihar,Turmeric,Kharif,4187.07,29.5,1042.7,69.9,6740.51
2017,Tamil Nadu,Jowar,Rabi,4141.44,32.3,1029.2,74.7,849.89
2008,Odisha,Chickpea,Rabi,4242.89,33.2,1404.4,83.2,744.97
2010,West Bengal,Maize,Kharif,471.96,32.9,1920.5,79.6,1348.49
2013,West Bengal,Bajra,Kharif,456.11,29.3,1431.0,74.6,1025.66
2012,Madhya Pradesh,Turmeric,Kharif,335.31,32.2,1359.4,72.9,4938.24
2008,Andhra Pradesh,Maize,Rabi,140.82,29.1,918.9,65.3,2336.31
2005,Bihar,Mustard,Rabi,4945.13,25.3,1175.1,71.4,681.53
2015,Haryana,Lentil,Rabi,4198.63,28.9,407.5,63.8,779.85
2010,Maharashtra,Sunflower,Rabi,2337.37,32.2,1189.0,72.1,817.98
2004,Chhattisgarh,Cotton,Kharif,4209.64,27.9,1205.5,74.4,466.66
2007,West Bengal,Sugarcane,Whole Year,2838.62,26.9,1638.4,72.9,59699.24
2014,Andhra Pradesh,Bajra,Kharif,3664.48,34.0,957.6,67.7,995.92
2001,Odisha,Cotton,Kharif,3417.13,31.0,1289.0,68.7,414.64
2018,Maharashtra,Sunflower,Rabi,4968.39,26.2,1168.8,69.2,742.65
2016,Karnataka,Wheat,Rabi,240.72,25.0,1175.4,79.6,3387.46
2020,Karnataka,Wheat,Rabi,4027.94,27.8,1077.6,70.6,2525.79
2017,Uttar Pradesh,Turmeric,Kharif,4478.5,28.9,734.6,67.4,6297.66
2006,Bihar,Chickpea,Rabi,1928.82,22.5,1158.5,76.5,868.18
2018,Gujarat,Wheat,Rabi,4386.9,27.1,729.2,59.9,2063.09
2017,Uttar Pradesh,Lentil,Rabi,468.22,22.4,666.1,63.1,937.19
2001,Gujarat,Wheat,Rabi,3641.23,30.3,791.5,62.0,3323.61
2001,Punjab,Mustard,Rabi,3474.58,18.6,737.4,53.0,1189.48
2002,Andhra Pradesh,Jowar,Kharif,1554.84,29.8,1031.8,77.7,794.69
2020,Maharashtra,Lentil,Rabi,4072.91,27.2,1261.6,69.3,1130.23
2008,Andhra Pradesh,Lentil,Rabi,4714.54,32.5,887.8,79.8,861.03
2018,Andhra Pradesh,Mustard,Rabi,2603.43,31.0,895.2,80.4,1288.13
2006,Bihar,Chickpea,Rabi,2722.43,26.1,1170.8,78.0,1008.94
2021,Karnataka,Maize,Rabi,4962.59,26.1,1400.6,71.3,1504.4
2004,West Bengal,Sugarcane,Whole Year,569.48,25.7,1510.8,87.2,41267.09
2002,Tamil Nadu,Cotton,Kharif,1323.33,27.0,965.2,72.0,480.37
2003,Uttar Pradesh,Sunflower,Rabi,2831.64,29.9,932.9,74.9,875.12
2014,Bihar,Jowar,Kharif,3442.08,25.2,1165.1,75.7,700.36
2002,Uttar Pradesh,Sugarcane,Whole Year,860.65,29.9,700.4,68.1,57205.01
2011,West Bengal,Turmeric,Kharif,3397.13,30.0,1526.2,85.3,3878.48
2008,Madhya Pradesh,Sugarcane,Whole Year,3506.54,30.1,1029.2,67.9,81577.16
2003,Odisha,Cotton,Kharif,2768.37,30.8,1484.3,89.2,404.61
2012,Telangana,Turmeric,Kharif,930.41,32.2,1296.7,63.8,6459.6
2015,Haryana,Turmeric,Kharif,2303.68,21.9,882.9,54.1,7346.2
2020,Uttar Pradesh,Bajra,Kharif,2025.91,27.7,864.0,60.6,984.29
2001,Odisha,Maize,Rabi,2588.28,30.1,1429.2,73.2,1903.76
2017,Telangana,Groundnut,Kharif,1928.0,31.6,947.0,71.1,1232.29
2001,Karnataka,Sunflower,Rabi,1761.29,28.6,823.8,59.1,654.53
2010,Uttar Pradesh,Chickpea,Rabi,3049.65,30.6,950.6,76.7,1270.16
2012,Gujarat,Wheat,Rabi,1675.44,32.9,656.3,74.6,2963.35
2005,Gujarat,Potato,Rabi,4189.65,28.8,574.4,61.2,11622.0
2013,Punjab,Sugarcane,Whole Year,3772.47,23.6,701.2,59.3,63622.7
2005,Madhya Pradesh,Potato,Rabi,4617.16,33.2,1219.3,74.0,23008.38
2008,Haryana,Cotton,Kharif,2412.07,30.7,808.3,70.8,547.56
2010,Haryana,Chickpea,Rabi,2272.52,22.1,793.5,66.2,939.07
2003,Andhra Pradesh,Soyabean,Kharif,4628.72,28.3,1095.9,78.5,1116.95
2006,Haryana,Groundnut,Kharif,547.27,27.6,642.9,61.5,911.66
2001,Bihar,Groundnut,Rabi,2991.22,30.5,1219.4,77.3,1422.63
2009,Chhattisgarh,Maize,Rabi,1208.63,29.7,1447.6,68.0,1728.42
2015,Andhra Pradesh,Sunflower,Kharif,414.14,29.4,1033.9,78.7,1097.56
2011,Rajasthan,Potato,Rabi,915.78,30.6,445.0,38.8,15865.2
2021,Rajasthan,Sugarcane,Whole Year,2771.86,33.3,309.7,53.1,50417.63
2016,Chhattisgarh,Groundnut,Kharif,1831.3,25.2,1106.0,80.0,1271.32
2003,Karnataka,Mustard,Rabi,1348.42,29.9,791.6,72.4,1265.59
